Type,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,BreedName_x,BreedName_y,StateName_x,ColorName_Filled,ColorName_x_Black,ColorName_x_Brown,ColorName_x_Cream,ColorName_x_Golden,ColorName_x_Yellow,ColorName_y_Brown,ColorName_y_Cream,ColorName_y_Golden,ColorName_y_Gray,ColorName_y_Yellow,ColorName_Cream,ColorName_Golden,ColorName_Gray,ColorName_White,ColorName_Yellow,ColorName_nan,AdoptinSpeed_pred,key,AdoptionSpeed
1,0.0588235294117647,3.0,1.0,1,2,2,2,1,0.2105263157894736,0.0,0,0.1034482758620689,0.0,0.0,1,Golden,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1-0.0588235294117647-3.0-1.0-1-2-2-2-1-0,1
1,0.0588235294117647,1.0,2.0,2,1,1,2,1,0.0,0.0,0,0.0344827586206896,0.0,0.0,0,Golden,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1-0.0588235294117647-1.0-2.0-2-1-1-2-1-0,1
2,0.4705882352941176,2.0,2.0,1,2,2,1,1,0.0,0.0,0,0.2068965517241379,77.0,64.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2-0.4705882352941176-2.0-2.0-1-2-2-1-1-0,4
2,0.0588235294117647,2.0,2.0,1,2,1,2,1,0.0,0.0,0,0.1724137931034483,3.0,3.0,0,White,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2-0.0588235294117647-2.0-2.0-1-2-1-2-1-0,1
1,0.1176470588235294,1.0,3.0,1,1,1,2,1,0.0,0.0,0,0.0344827586206896,68.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1-0.1176470588235294-1.0-3.0-1-1-1-2-1-0,4
1,0.0588235294117647,1.0,2.0,2,2,1,2,1,0.0526315789473684,0.0,0,0.1724137931034483,105.0,52.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1-0.0588235294117647-1.0-2.0-2-2-1-2-1-0,1
2,0.7058823529411764,3.0,2.0,1,3,3,3,1,1.0,0.0,0,0.0,5.0,7.0,0,White,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2-0.7058823529411764-3.0-2.0-1-3-3-3-1-0,4
1,0.2941176470588235,3.0,2.0,1,1,1,2,1,0.0526315789473684,0.0,0,0.1724137931034483,0.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1-0.2941176470588235-3.0-2.0-1-1-1-2-1-0,3
2,0.1764705882352941,2.0,2.0,2,1,1,2,1,0.0,0.0,1,0.0689655172413793,25.0,7.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.1764705882352941-2.0-2.0-2-1-1-2-1-1,2
2,0.0,3.0,2.0,1,3,3,3,1,0.3157894736842105,0.0,0,0.1379310344827586,7.0,7.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.0-3.0-2.0-1-3-3-3-1-0,4
2,0.1176470588235294,1.0,2.0,1,2,1,2,1,0.0,0.0,0,0.1379310344827586,4.0,95.0,1,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.1176470588235294-1.0-2.0-1-2-1-2-1-0,2
1,0.1176470588235294,3.0,2.0,2,3,3,3,1,0.2105263157894736,0.0,0,0.6206896551724138,0.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1-0.1176470588235294-3.0-2.0-2-3-3-3-1-0,1
2,0.1176470588235294,2.0,2.0,3,2,1,2,1,0.0,0.7333333333333333,0,0.1724137931034483,9.0,14.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.1176470588235294-2.0-2.0-3-2-1-2-1-0,1
2,0.2941176470588235,3.0,1.0,2,1,1,2,1,0.1052631578947368,0.16,0,0.3103448275862069,5.0,7.0,0,White,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2-0.2941176470588235-3.0-1.0-2-1-1-2-1-0,3
1,0.0588235294117647,3.0,1.0,1,2,2,2,1,0.2105263157894736,0.0,0,0.0344827586206896,0.0,0.0,1,Golden,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1-0.0588235294117647-3.0-1.0-1-2-2-2-1-0,1
1,0.2352941176470588,1.0,2.0,1,1,1,2,1,0.0,0.0,0,0.0689655172413793,0.0,0.0,0,White,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.2352941176470588-1.0-2.0-1-1-1-2-1-0,3
2,0.1176470588235294,3.0,1.0,3,2,3,2,1,0.1052631578947368,0.0,0,0.1034482758620689,8.0,14.0,0,Gray,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2-0.1176470588235294-3.0-1.0-3-2-3-2-1-0,1
2,0.1176470588235294,3.0,1.0,1,2,2,2,1,0.0526315789473684,0.0,4,0.1724137931034483,44.0,5.0,0,Golden,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2-0.1176470588235294-3.0-1.0-1-2-2-2-1-4,2
1,0.6470588235294118,2.0,2.0,2,1,3,1,1,0.0526315789473684,0.0,0,0.0344827586206896,47.0,0.0,9,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1-0.6470588235294118-2.0-2.0-2-1-3-1-1-0,4
2,0.0588235294117647,3.0,2.0,1,2,2,2,1,0.0526315789473684,0.0,0,0.4827586206896551,3.0,3.0,1,Gray,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2-0.0588235294117647-3.0-2.0-1-2-2-2-1-0,1
2,0.1176470588235294,2.0,2.0,3,2,2,2,1,0.0,0.0,0,0.4482758620689655,3.0,3.0,0,White,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2-0.1176470588235294-2.0-2.0-3-2-2-2-1-0,3
2,0.1764705882352941,1.0,2.0,1,1,1,2,1,0.0,0.0,1,0.1379310344827586,5.0,5.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.1764705882352941-1.0-2.0-1-1-1-2-1-1,3
2,0.1764705882352941,1.0,2.0,1,2,2,2,1,0.0,0.0,0,0.1034482758620689,3.0,3.0,0,Cream,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2-0.1764705882352941-1.0-2.0-1-2-2-2-1-0,3
2,0.6470588235294118,2.0,2.0,1,1,1,1,1,0.0,0.1333333333333333,0,0.2068965517241379,44.0,5.0,0,Cream,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2-0.6470588235294118-2.0-2.0-1-1-1-1-1-0,2
1,0.1176470588235294,3.0,2.0,2,2,2,2,1,0.2631578947368421,0.0,0,0.0344827586206896,0.0,0.0,4,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1-0.1176470588235294-3.0-2.0-2-2-2-2-1-0,2
1,0.0588235294117647,2.0,2.0,1,2,2,2,1,0.0,0.0,0,0.1379310344827586,0.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.0588235294117647-2.0-2.0-1-2-2-2-1-0,3
2,0.1176470588235294,2.0,1.0,1,2,1,2,1,0.0,0.0,0,0.3448275862068966,44.0,5.0,0,Cream,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2-0.1176470588235294-2.0-1.0-1-2-1-2-1-0,1
1,0.0588235294117647,3.0,2.0,1,2,2,2,1,0.1052631578947368,0.1066666666666666,0,0.4482758620689655,0.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1-0.0588235294117647-3.0-2.0-1-2-2-2-1-0,4
2,0.0588235294117647,3.0,2.0,2,2,2,2,1,0.0526315789473684,0.0,0,0.0689655172413793,3.0,5.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2-0.0588235294117647-3.0-2.0-2-2-2-2-1-0,4
2,0.0588235294117647,3.0,2.0,1,3,3,3,1,0.1052631578947368,0.04,0,0.1034482758620689,3.0,3.0,4,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2-0.0588235294117647-3.0-2.0-1-3-3-3-1-0,4
1,0.0588235294117647,2.0,2.0,1,2,2,2,1,0.0,0.0,0,0.1034482758620689,,0.0,9,White,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.0588235294117647-2.0-2.0-1-2-2-2-1-0,3
2,0.0588235294117647,1.0,2.0,2,2,1,2,1,0.0,0.0533333333333333,0,0.1724137931034483,7.0,8.0,0,White,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.0588235294117647-1.0-2.0-2-2-1-2-1-0,1
2,0.1176470588235294,2.0,3.0,3,2,1,3,1,0.0,0.0,0,0.1034482758620689,14.0,14.0,0,Yellow,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2-0.1176470588235294-2.0-3.0-3-2-1-3-1-0,1
1,0.1764705882352941,2.0,2.0,1,3,1,2,1,0.0,0.0,0,0.0689655172413793,19.0,41.0,0,White,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1-0.1764705882352941-2.0-2.0-1-3-1-2-1-0,0
2,0.1176470588235294,3.0,1.0,1,2,2,2,1,0.0,0.0,0,0.2413793103448275,5.0,5.0,1,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2-0.1176470588235294-3.0-1.0-1-2-2-2-1-0,2
1,0.0588235294117647,3.0,2.0,1,2,2,2,1,0.1052631578947368,0.0,0,0.3793103448275862,0.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1-0.0588235294117647-3.0-2.0-1-2-2-2-1-0,4
2,0.1764705882352941,1.0,2.0,1,2,1,2,1,0.0,0.0,0,0.0,5.0,5.0,1,Yellow,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2-0.1764705882352941-1.0-2.0-1-2-1-2-1-0,2
1,1.0,3.0,3.0,2,1,1,2,1,0.0526315789473684,0.0,0,0.0689655172413793,,17.0,1,White,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-1.0-3.0-3.0-2-1-1-2-1-0,3
2,0.1176470588235294,3.0,2.0,1,2,2,2,1,0.1578947368421052,0.0,0,0.2758620689655172,5.0,5.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2-0.1176470588235294-3.0-2.0-1-2-2-2-1-0,1
